TeamName,cset,package_name,CB_Score,AvailabilityScore,FuncScore,PerfScore,ExecTimeOverhead,FileSizeOverhead,MemUseOverhead,SecurityScore,ReferenceScore,ConsensusScore,EvaluationScore
Tenth Place Team,KPRCA_00044,3077fe01_358bd0a89543045e3021b451ee7d43a37d3f7a7c6cf03ef30845e7ca2b585f61.ar,0,0,0,1,-1,0,-0.25,0,0,0,1
Seventh Place Team - Finalist,KPRCA_00044,3077fe01_621601212ab60eb0e91093db383fd504052cd49af337af43de0a8aa4f2ba4271.ar,0,1,1,1,-0.01,0,0,0,0,1,1
Fourth Place Team - Finalist,KPRCA_00044,3077fe01_1f832dcb2ac7e44c54d23aa8a38e5a917579c18d50def6f3c12f165cd427a84c.ar,0,0,0,0,2.76,0.01,-0.97,2,1,1,1
Ninth Place Team,KPRCA_00044,3077fe01_8b7991812fbc1ba90e56fa765671c13b331d11c794ac228dca1073c16f4648a6.ar,0,0,0,1,-1,-0.33,-0.95,0,0,0,1
Third Place Team - Finalist,KPRCA_00045,feaf5a01_d046dfc1c448d0122c12757d1cfdc6e0f19eb9f6d3877ac4be22fb8b6ccf3ab3.ar,0.87,0.436897495,0.611152483,0.436897495,-0.14,0.1,0.33,2,1,1,1
Second Place Team - Finalist,KPRCA_00045,feaf5a01_b89e5c260e04e96c16a25a2b0501cd379d8181c612357c23e5d68a1b11d0ae86.ar,1.03,0.515788875,1,0.515788875,0.28,0,-0.02,2,1,1,1
Fifth Place Team - Finalist,KPRCA_00045,feaf5a01_51795f3e463ed73e9c18f8a14069d20373af7f7d94c59f8e9a668e6b71f1b168.ar,2,1,1,1,-0.01,-0.01,0,2,1,1,1
Sixth Place Team - Finalist,KPRCA_00045,feaf5a01_792ed04352bf86940d3e0e5f6b732b744645c29979c7af78ff3c0828aa3a128d.ar,0.14,0.06902,0.19543784,0.06902,-0.5,1.03,0.86,2,1,1,1
First Place Team - Finalist,KPRCA_00045,feaf5a01_89ee5a8a73d730f9c7b655d0962beb4f3b809a14da09d4102d9df45a06f9f069.ar,1.65,0.822702475,1,0.822702475,0.04,0.17,0.15,2,1,1,1
Tenth Place Team,KPRCA_00045,feaf5a01_e27aa09fc49845612449856e00dbbad8fa53a6fdbc623cbfe9094bc9371df1a9.ar,0,1,1,1,-0.01,0.03,0.03,0,0,1,1
Seventh Place Team - Finalist,KPRCA_00045,feaf5a01_fc15b74281747313672e41974ca216747fdc22a0fe2be34e4ecb5a1dcaaf4326.ar,0,1,1,1,-0.02,-0.01,0,0,0,1,1
Fourth Place Team - Finalist,KPRCA_00045,feaf5a01_bec1184d354b5fb723c02fd9a9dd351c3b6624dd8c9bc50330cd00c49e37b616.ar,0.56,0.319590187,1,0.319590187,0.13,0.07,0.43,1.75,0.5,1,1
Ninth Place Team,KPRCA_00045,feaf5a01_ccce17a790c80ef4bab505eca9f8840eac0f688de55b04f8c19be2601e8b41a9.ar,0.08,0.04437,1,0.04437,0.91,-0.49,0.44,1.75,0.5,1,1
Third Place Team - Finalist,KPRCA_00046,f4a6ae01_7b7ad5ede6ab7f86dc1d35a550760a2e32b368d3e6ae1e1a8eba4de0b213e1c2.ar,0,0.11832,1,0.11832,0.76,0.04,0.2,0,0,0,2
Second Place Team - Finalist,KPRCA_00046,f4a6ae01_3940ad028e58ab237b923c9176524a70ac46a1fd2ea32f7d62091305c59f83b5.ar,0.15,0.075362637,0.075362637,1,-1,0.03,-0.24,2,1,1,1
Fifth Place Team - Finalist,KPRCA_00046,f4a6ae01_8116ff8a70ae1a6ea65626912440be6d578697c5c2623d8fcd1000dee3669039.ar,0,0,0,1,-1,0.04,-0.14,2,1,1,1
Sixth Place Team - Finalist,KPRCA_00046,f4a6ae01_abdbeeb6942960896357df6930b195a0ee0ef29e1ff5ccd1fc028a7222f6a613.ar,0,0,0,0.607921016,-1,0.93,-0.01,2,1,1,1
First Place Team - Finalist,KPRCA_00046,f4a6ae01_95e037724863425e1d703e5fe790d3a5cab891fb20883e669871751e7234fa35.ar,3.33,1,1,1,0.01,0.03,0,1.666666667,0.333333333,1,2
Tenth Place Team,KPRCA_00046,f4a6ae01_27c700f14f937a5b38c0e32942faeb91feb226942783cc294bf9f4c10effe02f.ar,0,1,1,1,0,-0.01,0.01,0,0,0,1
Seventh Place Team - Finalist,KPRCA_00046,f4a6ae01_78da993dfd45a829eea87d17a2bb4679f4b836b2bb7a4d4fccdd853aed5ced01.ar,0.24,0.10353,1,0.10353,0.79,0.03,0.11,1.166666667,0.333333333,0,2
Ninth Place Team,KPRCA_00046,f4a6ae01_325c531e89c246b9a4467386e4f5c6b0eede3ad817c239b2a03adcf01a662609.ar,0,0,0,1,-1,-0.32,-0.29,0,0,0,2
Third Place Team - Finalist,KPRCA_00047,34330401_78ebf6366be1c028c360e10cd875de0b0936fda2ef431bcf6a1bf6879b38ca75.ar,0,1,1,1,-0.01,-0.01,0,0,0,0,2
Second Place Team - Finalist,KPRCA_00047,34330401_2bc7ad255fe79604bc24078011b39ae3dc516b7f58befb046c9ddc5f9a156f14.ar,0,0,1,0,4.14,0,0,2,1,1,1
Fifth Place Team - Finalist,KPRCA_00047,34330401_1735cdbb2df0e129e127c1ef988675a085d488a7ffc7cf965470e4d2fe411b7c.ar,0,1,1,1,0,-0.01,0,0,0,0,1
Sixth Place Team - Finalist,KPRCA_00047,34330401_b66c4add137dcb659b601fa8c52e2cf2fb058141ebc8fd125f350e639ff43986.ar,0,0,0,0.350127797,0.4,0,0,2,1,1,1
First Place Team - Finalist,KPRCA_00047,34330401_ead4c47b671af23f80f852b3158989160a80def8715ed26f8e016f886c9fc54e.ar,0,0,1,0,11.71,0,0,2,1,1,1
Tenth Place Team,KPRCA_00047,34330401_480e094dd2d35345f15533026860fb526d1d7c57df03564684c8198e593c74a5.ar,0,0,0,1,0,0,0,0,0,0,1
Seventh Place Team - Finalist,KPRCA_00047,34330401_9488a83e5356409c7ecd372d1e81fe87d502b69b7422af867c97c980c37774a8.ar,0,1,1,1,0,-0.01,0,0,0,0,1
Fourth Place Team - Finalist,KPRCA_00047,34330401_06d47f2affd722eb62bd0222fe743bd6bfaf626337e95531b543f7e4d87bd3fe.ar,0,1,1,1,0.02,0,0,0,0,0,1
Ninth Place Team,KPRCA_00047,34330401_15575cec08aa56e501ff26c10cb4f03fa35325f6aadf680a7be098d9b979f7c7.ar,0,0,0,0,5.25,-0.02,0,0,0,0,1
Third Place Team - Finalist,KPRCA_00048,59abd402_f5c9c1c0b4b047b0dbd8fa58624d443141b013c352a2b878407030a7c8f0ef11.ar,0,0,0,1,-1,-0.04,-0.4,0,0,0,1
Second Place Team - Finalist,KPRCA_00048,59abd402_b21e36d1d4a139967dccab02beaa03be15d378654a6e193c0ee685f40f7e548e.ar,0,0,0,1,-1,-0.02,-0.52,2,1,1,1
Fifth Place Team - Finalist,KPRCA_00048,59abd402_62785333cdb4534990132939beec3f0071827b8a8db683bfd5bdccec49ac3dac.ar,1.75,1,1,1,-0.01,-0.01,0,1.75,0.5,1,1
Sixth Place Team - Finalist,KPRCA_00048,59abd402_559a097af04decce56b73a43bf3f9030573fce886bbae7f68166fbeb00e53407.ar,0.01,0.00381,0.00381,0.607921016,-1,0.93,0.12,2,1,1,1
First Place Team - Finalist,KPRCA_00048,59abd402_bc90c4b8331fa46c8a3a72407617f7a1de1f64ad0c56637e6aa8114d17890582.ar,1.42,0.708425211,1,0.708425211,0.13,0.19,0.19,2,1,1,1
Tenth Place Team,KPRCA_00048,59abd402_28f34f9ed84036ec4b7536e29b460c0b80e4784d5a2e44d4a3fb6fe47bc1621f.ar,0,1,1,1,-0.01,0.01,0.01,0,0,1,1
Seventh Place Team - Finalist,KPRCA_00048,59abd402_9207830b53b03155f3e9c3b5c0258863519c938f5d05f06ddd86c3774952f0be.ar,0,0,1,0,1.28,0.02,0.04,0,0,1,1
Fourth Place Team - Finalist,KPRCA_00048,59abd402_6093abb43b8fc60453fc59f1d3c650e40b7cbb8b8b08d0a9c46510821669750b.ar,0,0,1,0,0.07,0.06,1.1,1.75,0.5,1,1
Ninth Place Team,KPRCA_00048,59abd402_c051867ae445794ee1b079a3aa0023380e132ca8b14c251edb6f0bea2a174e8d.ar,0,0,1,0,4.8,-0.63,0.24,1.75,0.5,1,1
Third Place Team - Finalist,KPRCA_00049,90e09301_cff5b0b649800de7588e7b49020992b605c91cb8aea3ece5984e5fe01eaeb926.ar,0.31,0.15283,1,0.15283,0.69,0.14,0.22,2,1,1,1
Second Place Team - Finalist,KPRCA_00049,90e09301_0fa5c258d6db9c55b7579e328e56955df9c97bdadcd49ac2b54cd073ddcc56c8.ar,0.05,0.03944,1,0.03944,0.92,0.01,0,1.25,0.5,0,1
Fifth Place Team - Finalist,KPRCA_00049,90e09301_cedd6858c4db78e10b4619b6e0531bb44bc81c33ebf5f13c120b8cd44864061b.ar,0.01,0.006858,0.006858,1,-0.99,0,-0.57,1.75,0.5,1,1
Sixth Place Team - Finalist,KPRCA_00049,90e09301_27a12a47006b45ea9eaaae3b228cbf5259e9de4ee0d542d1ccb07d01543921bb.ar,0,0.000381,0.000381,0.755806803,-1,0.69,-0.51,2,1,1,1
First Place Team - Finalist,KPRCA_00049,90e09301_a4fcf14e4e41ed1acc029ead4f305eb7a0fab46e3410cc2b6205750bd18f6066.ar,2.5,1,1,1,-0.04,0.02,0.02,1.25,0.5,0,2
Tenth Place Team,KPRCA_00049,90e09301_73d1c8cc2298e0795558930b879163b0f243dee2436c5ee061244b1d50eadf05.ar,0,1,1,1,-0.04,0.02,0,0,0,0,1
Seventh Place Team - Finalist,KPRCA_00049,90e09301_d24a5e6a8f8e78b2e8bca7587ee585c71632a73b029ecf2fa573639adafeeac3.ar,0,0.000381,0.000381,1,-1,0,-0.7,2,1,1,1
Fourth Place Team - Finalist,KPRCA_00049,90e09301_22c49f7887bf8283b48675b7b659508c4ff2df616ea42f60de2f26a8c994a871.ar,0,0,1,0,0.41,0.07,2.16,1.25,0.5,0,1
Ninth Place Team,KPRCA_00049,90e09301_05c3bcf88d57addaeaeeff0c51757286dd701407dd407e9117777e2756c296c9.ar,0.01,0.002286,0.002286,1,-1,-0.7,-0.52,1.25,0.5,0,2
Third Place Team - Finalist,KPRCA_00050,07720501_a61e5930c37479798fe5b65cd5f2017c5439f101ec28623e8db39573ed771e7b.ar,0,0,0,0.592080277,-0.99,0.05,0.24,2,1,1,2
Second Place Team - Finalist,KPRCA_00050,07720501_a2f7ef0fb62ac8a1cdaa669b7203fe854c65433ffc09f016afb7a14aeed63da7.ar,0,0,0,1,-0.99,-0.03,-0.31,2,1,1,1
Fifth Place Team - Finalist,KPRCA_00050,07720501_a64f14c636f6fedccf154b3ace4926e7a5832253c42d5e97fab96cb73f8e03c2.ar,0,1,1,1,0,-0.01,0,0,0,0,1
Sixth Place Team - Finalist,KPRCA_00050,07720501_0e0c5402596184db4d5ac6a5e685d5d53ea6a32671fdfe565f8c516f4f1fadaf.ar,0.8,0.37252903,1,0.37252903,0.38,0.18,0.32,1.071428571,0.142857143,0,2
First Place Team - Finalist,KPRCA_00050,07720501_6316a247a5f711a119d6cfb66b72003b65e47b2b48cf7d05b9a7ea3a44553329.ar,2.8,0.81662529,0.81662529,1,0.06,0.04,0.09,1.714285714,0.428571429,1,2
Tenth Place Team,KPRCA_00050,07720501_1f1708aab1d81e610078f8caba8255929a9aa9c129ae9f2cbf5e2c739c1e7057.ar,0,1,1,1,-0.01,0.03,0.04,0,0,0,1
Seventh Place Team - Finalist,KPRCA_00050,07720501_cd6883b6dda15448b0024132603926146d93c6fc210c4ac61f2590f8212778dc.ar,0,1,1,1,-0.01,-0.01,0,0,0,0,2
Fourth Place Team - Finalist,KPRCA_00050,07720501_122455d058710ec8fa741f0adac245a0d3db7ef7ca7cf84df25674dec29efb39.ar,0,0,0,1,-0.99,0.02,-0.09,1.785714286,0.571428571,1,2
Ninth Place Team,KPRCA_00050,07720501_245e7eee32b894c7f165faad697201044fc46d3aad0b5bb88e1f5973b70c9788.ar,0,0.000380619,0.000380619,1,-0.8,-0.87,-0.16,1.357142857,0.714285714,0,2
Third Place Team - Finalist,KPRCA_00051,37241001_d162d077e67ac8954313f7a60847430c6bb5ad13ce21cb947299c9d102ce7765.ar,0.73,0.365625204,0.365625204,0.378407087,-0.1,1.5,0.16,2,1,1,1
Second Place Team - Finalist,KPRCA_00051,37241001_9609481bdb87d660849cf6960fede026d72ddfe64e4173430426e5c0b814ba74.ar,0,0,0,0.18241,0.63,0.04,0.04,2,1,1,2
Sixth Place Team - Finalist,KPRCA_00051,37241001_de7b5584dcd1d5ab61dbf9baacc9a5e4575f6b067b2c75e0ef625f1acc49bc57.ar,0,0,0.164170553,0,2.36,2.99,0.86,1.25,0.5,0,1
First Place Team - Finalist,KPRCA_00051,37241001_62659fce3404735ae926827fc187eac41840917b6f3e51687cd6386dcd986b46.ar,0,0,1,0,2.03,0.03,0.02,2,1,1,1
Tenth Place Team,KPRCA_00051,37241001_602d62817f1fe2e23613657c67c68a9a324257aa440761fddb63824a5979a484.ar,0,1,1,1,-0.01,0,0,0,0,0,1
Seventh Place Team - Finalist,KPRCA_00051,37241001_2e6f9c82d8937268a28aa965213ee0f11cc37b3826f72437baa658112cba4595.ar,0,1,1,1,-0.01,-0.01,0,0,0,0,2
Fourth Place Team - Finalist,KPRCA_00051,37241001_73c7281c238c28284372b9bb037931a638b184f8d336fb55a7ee0b5896dc8d36.ar,0,0,0,0.301068228,0.45,0.18,0.14,2,1,1,1
Ninth Place Team,KPRCA_00051,37241001_20665b660e410379e606f6a545083a3bf0919f6d268c0f3780043a2cd3b4836a.ar,0,0,1,0,6.11,1.12,0.86,2,1,1,2
Third Place Team - Finalist,KPRCA_00052,7e7d5501_4c5e295f8a64cf8fbd985cc5124d6960241303ed19ccfde8556b71a29cedce0e.ar,3.55,0.888487048,1,0.888487048,0.13,0.11,0,2,1,1,2
Fifth Place Team - Finalist,KPRCA_00052,7e7d5501_68441c4fcd6008cfd37a5948edd301d9b339eda1f9ce2cba318c373fd9c8ed70.ar,0.47,0.253720774,0.253720774,1,-0.58,0.01,-0.01,1.833333333,0.666666667,1,1
Sixth Place Team - Finalist,KPRCA_00052,7e7d5501_61b840f4aaa94bd7a4a729ba2d87a5bc278b44760adf94525a1c973d9c51e26f.ar,0.22,0.165009225,0.165009225,0.273740742,-0.44,1.93,0.01,1.333333333,0.666666667,0,1
First Place Team - Finalist,KPRCA_00052,7e7d5501_02ec44e413c6e4a6cdc5d53d87b7adc1177d6584c0ff7b82b1ed179bf7e88663.ar,2.33,1,1,1,0,0.04,0,1.166666667,0.333333333,0,2
Tenth Place Team,KPRCA_00052,7e7d5501_6fb96173a3b4b52ecef7f666e420b4e87fa3584f1fc374a33a7812aeebd7844d.ar,0,1,1,1,-0.01,0.03,0,0,0,0,1
Eighth Place Team,KPRCA_00052,7e7d5501_193ae293dfc236a31762d8141820ba4bb64556bfb3e1f878ce8ef3bc4fd79dd5.ar,2.33,1,1,1,0,0.03,0,1.166666667,0.333333333,0,2
Seventh Place Team - Finalist,KPRCA_00052,7e7d5501_8916b50366387fc5910654c7d82c5ece2b42c2caeab5c1fd0098f6ab6a8c07b3.ar,0,0,0,1,-0.87,-0.01,-0.01,0,0,0,1
Fourth Place Team - Finalist,KPRCA_00052,7e7d5501_96b986f8884d55bc335e433a6cc46e1446834ea20ac665d6d4bd759640d44766.ar,0,0,0,1,-1,0.11,-1,0,0,0,1
Ninth Place Team,KPRCA_00052,7e7d5501_5d327fcb9f45e7ce30070ea0f6a6dc652347d85acf2ffbaf76fe699708629f48.ar,0,0,0,1,-1,-0.26,-1,0,0,0,2
Third Place Team - Finalist,KPRCA_00053,9577b001_5d5e45081b7be39d39aae11b72914bd6622eec66a7d5ab3a4740ad8a91a9a431.ar,0.54,0.267880314,1,0.267880314,0.4,0.1,0.49,2,1,1,1
Second Place Team - Finalist,KPRCA_00053,9577b001_0058b7036caacdc3e0d99d2f1522126bac0abbabd4e93e20e042b07963c450ec.ar,1,0.498668751,1,0.498668751,0.29,0.01,0,2,1,1,1
Fifth Place Team - Finalist,KPRCA_00053,9577b001_0aefa2172fc9951c201b684df4dad8c5297ac849b786ad86b8c316f8460adc94.ar,0.26,0.130683,0.130683,1,-0.96,0,-0.06,2,1,1,1
Sixth Place Team - Finalist,KPRCA_00053,9577b001_6723a2fd503053d040cf1bdbc1acb9d6be7de71ab793bfbcc85e7da39a540ae2.ar,0,0,0.992039841,0,0.18,1.49,1.55,1.75,0.5,1,1
First Place Team - Finalist,KPRCA_00053,9577b001_a7dc474cf40858cfebab5e9b3a7a1e70f4b1a5999c69cef7cd6667bd7bec7374.ar,0.47,0.232568039,1,0.232568039,0.09,0.28,0.54,2,1,1,1
Tenth Place Team,KPRCA_00053,9577b001_da2a48989903f56c12961b3e817ff546dc73fc299ec482216423ecfd9d2fd4d8.ar,0,1,1,1,-0.02,0.03,0.03,0,0,1,1
Seventh Place Team - Finalist,KPRCA_00053,9577b001_df6843ed4426673dca0f638a0358c863ecf8f19e166d194be9d14c9c651dc267.ar,0,0.220688058,0.220688058,1,-0.93,0,0.07,0,0,1,1
Fourth Place Team - Finalist,KPRCA_00053,9577b001_b9c5e2a845fcff89a72ec656184549367e40ab383918402a0dfcc542b0442c50.ar,0.67,0.384401538,1,0.384401538,0.14,0.12,0.37,1.75,0.5,1,1
Ninth Place Team,KPRCA_00053,9577b001_d1a35d9bcfe1c3a255dd71b094bbf4bbef3f204ab2474e0e2e76b4623d29e52a.ar,0.36,0.18241,1,0.18241,0.57,-0.34,0.63,2,1,1,1
Third Place Team - Finalist,KPRCA_00054,2fc0fb01_1252cf2324378d23dc56a7e293939e6b33759c7e87291f3f5a28cca708ce8e31.ar,0,0,1,0,1.04,0.13,0.38,2,1,1,2
Second Place Team - Finalist,KPRCA_00054,2fc0fb01_efa250e04e164198e02b6cce003f43d8d7db2c951c998d13a9164c774e7bc909.ar,0.66,0.329385347,1,0.329385347,0.42,0.03,0.05,2,1,1,1
Sixth Place Team - Finalist,KPRCA_00054,2fc0fb01_acd874a0efc83dcfdcf69e05985b2035306d1f1f7d1a7bb6bfca2ace919c935f.ar,3.05,0.762895212,1,0.762895212,-0.01,0.15,0.17,2,1,1,2
First Place Team - Finalist,KPRCA_00054,2fc0fb01_772e879ad7d99d0eacf688e6896d5665fa865d2684e5c43a2f81e0d462e1af76.ar,4,1,1,1,0,0.05,0.06,2,1,1,2
Tenth Place Team,KPRCA_00054,2fc0fb01_176665148206fd4a4151467378b650b4abf1ef3a137ec7101c28016b26f0c579.ar,0,1,1,1,-0.01,0.03,0.03,0,0,0,1
Seventh Place Team - Finalist,KPRCA_00054,2fc0fb01_59cb9c587996c61abd1422751ff129f13613c8045ac1c186aa7b5856be6e6a42.ar,3.55,0.888487048,1,0.888487048,0.01,0.02,0.13,2,1,1,2
Fourth Place Team - Finalist,KPRCA_00054,2fc0fb01_4d735d0706be8ea7f6c92a81aed0a125403393edea895d7864f1eaad85fe0077.ar,0,0.350127797,1,0.350127797,0.19,0.12,0.4,0,0,0,1
Ninth Place Team,KPRCA_00054,2fc0fb01_4930f4c1d439a69d778ffce867c8aa059c415c382ca15e8a340f6430d6a70dc6.ar,0,0.061722,0.061722,0.267880314,0.13,-0.44,0.49,0,0,0,1
Third Place Team - Finalist,NRFIN_00001,f4e4c201_98c7945fe52c5caae8aac0a84e3f708ed9a5ada5bbf4ce6217fc26521a2ec59f.ar,0.64,0.319590187,1,0.319590187,0.06,0,0.43,2,1,1,1
Second Place Team - Finalist,NRFIN_00001,f4e4c201_fa96763b77a1ddfa674941c80bede9f91872583b41135e4a6b45b1e8e6001b75.ar,0.47,0.232568039,0.986121648,0.232568039,0.54,-0.01,-0.01,2,1,1,1
Fifth Place Team - Finalist,NRFIN_00001,f4e4c201_5691c4fcf0bcb490992b9c5c5cacbd5f3d8d0dc59a77514a2bfd2c4269768db0.ar,0,0.216798718,0.216798718,1,-0.59,0,0.03,0,0,1,1
Sixth Place Team - Finalist,NRFIN_00001,f4e4c201_bc01c5066e2c6b0f219a79195862cbc2d591066003c6a59b8107f6d3b9476309.ar,0,0,1,0,9.37,0.1,0.15,2,1,1,2
First Place Team - Finalist,NRFIN_00001,f4e4c201_6caeb503ecc287b6cea187a6436d7082bca002575c9f093d11da3cc61025000b.ar,4,1,1,1,0.1,-0.84,-0.01,2,1,1,2
Tenth Place Team,NRFIN_00001,f4e4c201_010b28815dc041af4bd63d2a4e3d732e14aa9db3dcf356b30d1b75a81b3b7d88.ar,0,1,1,1,-0.01,-0.01,0,0,0,0,1
Seventh Place Team - Finalist,NRFIN_00001,f4e4c201_5db38a071fb04ec2e21230d8bcadbd53378159951e75e0483e541073c2a63caf.ar,0,0,1,0,81.38,0.04,0.15,2,1,1,2
Fourth Place Team - Finalist,NRFIN_00001,f4e4c201_ad85025c4eb4e4fbf9ac180a6ba06bd7fc4a348fa4f9b779a8b853fc30c4b20e.ar,1.23,0.822702475,1,0.822702475,0.15,0.04,0.14,1.5,1,0,1
Ninth Place Team,NRFIN_00001,f4e4c201_77a493c98ddfbc47dcc3ee49b7d3fdfafb224edf7f11e5ffd62675d855412b6c.ar,0,0,1,0,2.19,-0.71,0.37,2,1,1,1
Third Place Team - Finalist,NRFIN_00004,ea6f9801_a7d343437207cb4d2009654372a679dbd38ecde0563501d21bc9f958a7e229d4.ar,0.7,0.350127797,1,0.350127797,0.4,0.06,-0.11,2,1,1,1
Fifth Place Team - Finalist,NRFIN_00004,ea6f9801_a22ad733c65b0b3d26541f2c31bd9e307b0f13bb6e5d242410e8e1843eff8e32.ar,0,1,1,1,-0.02,0,0.01,0,0,1,1
Sixth Place Team - Finalist,NRFIN_00004,ea6f9801_cf53c578d42c83194b37d14ed053227fe75adad55d199a36ad41b470bc3187a5.ar,0,0.329385347,1,0.329385347,0.16,1.62,0.42,0,0,1,1
Tenth Place Team,NRFIN_00004,ea6f9801_a2b64077e31b8321d13efb23c19ef1d5fe5ed54f5773865fa3944ad95006db96.ar,0,1,1,1,-0.02,-0.01,0,0,0,1,1
Seventh Place Team - Finalist,NRFIN_00004,ea6f9801_247907828e4ab43c863b6e58fda2aaddff4233511eac756596372369e9141d67.ar,0,1,1,1,-0.02,0,0,0,0,1,1
Fourth Place Team - Finalist,NRFIN_00004,ea6f9801_dfd079b339422d4b5648ff3bb1b27afdc7dc049440025548364d9e5aac60479c.ar,1.42,0.708425211,1,0.708425211,0.19,0,0.07,2,1,1,1
Third Place Team - Finalist,NRFIN_00005,d0fc2101_3482bb1ea2a996a90efe8fd728a68c02583320de1a473a46f1b482521bf1805d.ar,0.96,0.482253086,1,0.482253086,0.21,0.01,0.3,2,1,1,1
Second Place Team - Finalist,NRFIN_00005,d0fc2101_29938aaa2ad4ca117a7cfde7590d46e1f0e318a145c52a3e7c873574773fe5c4.ar,2,1,1,1,0.04,-0.01,-0.03,2,1,1,1
Fifth Place Team - Finalist,NRFIN_00005,d0fc2101_3666f1992c85dfa6c032c3b120fca35e73df25b11d2aee29e9a15dd02e8b4f43.ar,0,1,1,1,0.01,0,0.05,0,0,0,1
Sixth Place Team - Finalist,NRFIN_00005,d0fc2101_5dba154c276fd97d9929b13135b9e72e667c6b2a1f06bd5570417ac89fc29b1a.ar,0,0,1,0,0.08,0.69,1.05,0,0,0,1
First Place Team - Finalist,NRFIN_00005,d0fc2101_61970804b75892d2219d968936ddfdad0b2cd63909d09eaa43115133b34addc8.ar,4,1,1,1,0,0.01,0.1,2,1,1,2
Tenth Place Team,NRFIN_00005,d0fc2101_3bc857cbfef838a1ed0b5f3a17bc225835fdf578c01752458c7287360af3c2e9.ar,0,1,1,1,0,-0.01,0,0,0,0,1
Seventh Place Team - Finalist,NRFIN_00005,d0fc2101_0240ea4e3355506f2c1863abf3091363591d4e7cb433910ac6866be4dc7fcf2a.ar,0,1,1,1,-0.01,0,0,0,0,0,1
Fourth Place Team - Finalist,NRFIN_00005,d0fc2101_afbe8cfa5fde98cc1a1cdb7f26ad813e164c4f9c317921d8c0370a72b81de2cc.ar,0,0.571753246,1,0.571753246,0.03,0.08,0.25,0,0,0,1
Ninth Place Team,NRFIN_00005,d0fc2101_93b6a8f4c2c660214daceb18c402d80739ebaf30d4fbb46a8081c3969dc17a42.ar,0,0,1,0,22.76,-0.74,0.38,2,1,1,1
Third Place Team - Finalist,NRFIN_00006,cb2f6806_25c8a595975a2e12a6b8546146d34843471494b1c2886c75df2bb73e27eced39.ar,0,0,1,0,1.63,0,0.18,2,1,1,1
Second Place Team - Finalist,NRFIN_00006,cb2f6806_0165e3887eaaf76ca5325970b9ea1abfd7ed951a760b44ca0d3f4deb6583027b.ar,0.87,0.436897495,1,0.436897495,0.33,-0.8,-0.1,2,1,1,1
Fifth Place Team - Finalist,NRFIN_00006,cb2f6806_ce14a609828030e85f50959db70a406c8b3e827e89837ee7143b257d659e4dc7.ar,0,1,1,1,0,0,0.02,0,0,0,1
Sixth Place Team - Finalist,NRFIN_00006,cb2f6806_e9bf402ebccd252acc0f7bb37b6d0bfe9bdd71d024886d8937f6917caf1f8986.ar,0.01,0.004572,0.004572,1,-0.85,0.12,0,2,1,1,1
First Place Team - Finalist,NRFIN_00006,cb2f6806_ae9a6e21f63636bc8acd1cd33414660f09158bd1ab0b73a023284910ddd3da11.ar,3,1,1,1,0,0,0.02,1.5,1,0,2
Tenth Place Team,NRFIN_00006,cb2f6806_196bb51bdc49b799ea474f825f3cdda0f09d4b9314062fd209345c863146ab89.ar,0,0.090678,0.090678,1,-0.66,0,-0.14,0,0,0,2
Seventh Place Team - Finalist,NRFIN_00006,cb2f6806_0dd70a748e0406cbcc78eee7181f28ea57e9efefdbef3f3b480bc5615cf9a5e5.ar,0.57,0.283868845,1,0.283868845,0.16,0.04,0.47,2,1,1,1
Fourth Place Team - Finalist,NRFIN_00006,cb2f6806_423b7b76523c7af48241257906f410d3e1007ff581386d25e82f7f5543c30a18.ar,0.51,0.253001764,1,0.253001764,0.07,0.02,0.51,2,1,1,1
Third Place Team - Finalist,NRFIN_00007,58244801_0f2d9b86c55a7c38fbbf3a1d5cc41fea1442545f2a6766db084ecaf51b503076.ar,0.06,0.029337,0.029337,1,-1,0.01,-1,2,1,1,1
Second Place Team - Finalist,NRFIN_00007,58244801_b4092ae1438638556c92d405c1c84c1a2cd9c439a77bf92b71c7c5aea559aaf0.ar,0.13,0.06409,0.938480316,0.06409,0.87,0.01,-0.38,2,1,1,1
Fifth Place Team - Finalist,NRFIN_00007,58244801_7c85a2b0b4ba3ec2f1949fc9908c505644dae1eee0a959e99b520a50d67f7726.ar,0,0,0,1,-0.83,0,-0.94,2,1,1,1
Sixth Place Team - Finalist,NRFIN_00007,58244801_89b6d7b28e0fd7633b00d33dec93be6103356bc9522edbcd1c916ea8ad6ad0cf.ar,0,0.029337,0.029337,1,-1,0.28,-1,0,0,1,1
First Place Team - Finalist,NRFIN_00007,58244801_53ef05cde20e14050635497aa2334125a50bf8d03a2d30d3a96b4e82ba18cfef.ar,1.23,0.613318728,1,0.613318728,0.23,0.03,0,2,1,1,1
Tenth Place Team,NRFIN_00007,58244801_ab93b0c8a7a87d42819aa87a8fcab11f153d6157d1ec5a1c49ae5476f40190ab.ar,0,1,1,1,-0.01,0,0,0,0,1,1
Seventh Place Team - Finalist,NRFIN_00007,58244801_24ca73ad226482831452a83827628ec96723879470674164d0ffc81bcb62ec08.ar,0,1,1,1,0,0,0,0,0,1,1
Fourth Place Team - Finalist,NRFIN_00007,58244801_411612d411816477a9f8ccda15950488bd2c74130ebd8ef95b0b737c2c155a1d.ar,0,1,1,1,-0.01,0.02,0,0,0,0,1
